"","content","video_name.VIDEO_NAMEEminem - Love The Way You Lie ft. Rihanna","video_name.VIDEO_NAMEKaty Perry - Roar","video_name.VIDEO_NAMELMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock","video_name.VIDEO_NAMEPSY - GANGNAM STYLE(?????) M/V","video_name.VIDEO_NAMEShakira - Waka Waka","class","date_missing","year","month","day","hour","minute","second","week","quarter","day_of_year","week_of_year","weekend","hour_sin","hour_cos","weekday_num","weekday_sin","weekday_cos","month_sin","month_cos","author_freq","cpt_ratio","has_url","contains_out","contains_check","contains_please","contains_youtube","contains_subscribe","contains_video","contains_channel","contains_money","contains_follow","word_count"
"800","It should be illegal to be this goodlooking as this babe is...",0,1,0,0,0,0,0,2014,10,21,15,30,56,42,4,294,43,0,-7.071068e-01,-7.071068e-01,3, 4.338837e-01,-0.9009689,-8.660254e-01, 5.000000e-01,1,0.020833333,0,0,0,0,0,0,0,0,0,0, 12
"801","Best world cup offical song",0,0,0,0,1,0,0,2015, 5,20,16,53,38,20,2,140,21,0,-8.660254e-01,-5.000000e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.043478261,0,0,0,0,0,0,0,0,0,0,  5
"802","Also check out D.j.j where do i go now and road to recovery",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.044444444,0,1,1,0,0,0,0,0,0,0, 13
"803","Check out Melbourne shuffle, everybody!",0,0,1,0,0,1,0,2015, 4, 6,10,15,16,14,2, 96,15,0, 5.000000e-01,-8.660254e-01,2, 9.749279e-01,-0.2225209, 8.660254e-01,-5.000000e-01,1,0.060606061,0,1,0,0,0,0,0,0,0,0,  5
"804","I think he was drunk during this :) x)",0,0,0,1,0,0,0,2014,11,12,11, 3,25,46,4,316,46,0, 2.588190e-01,-9.659258e-01,4,-4.338837e-01,-0.9009689,-5.000000e-01, 8.660254e-01,1,0.037037037,0,0,0,0,0,0,0,0,0,0,  9
"805","Check out our Channel for nice Beats!!",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.100000000,0,1,0,0,0,0,0,0,0,0,  7
"806","Hey guys can you check my channel out plz. I do mine craft videos. Let's shoot for 20 subs",0,0,0,1,0,1,0,2014,11,12, 1,40,22,46,4,316,46,0, 2.588190e-01, 9.659258e-01,4,-4.338837e-01,-0.9009689,-5.000000e-01, 8.660254e-01,1,0.044776119,0,1,1,0,0,0,0,1,0,0, 19
"807","https://www.surveymonkey.com/s/CVHMKLT",0,0,0,1,0,1,0,2014,11, 6,23,16,52,45,4,310,45,0,-2.588190e-01, 9.659258e-01,5,-9.749279e-01,-0.2225209,-5.000000e-01, 8.660254e-01,1,0.225806452,1,0,0,0,0,0,0,0,0,0,  1
"808","Check out this video on YouTube:",0,0,1,0,0,1,0,2014,10, 4,13,16,55,40,4,277,40,1,-2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-8.660254e-01, 5.000000e-01,1,0.115384615,0,1,0,0,0,0,1,0,0,0,  6
"809","What my gangnam style",0,0,0,1,0,0,0,2014,11, 8, 9,33,30,45,4,312,45,1, 7.071068e-01,-7.071068e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.055555556,0,0,0,0,0,0,0,0,0,0,  4
"810","Hey? Everyone Please take a moment to read this. I work my ass off hoping to make it into the music industry but its hard to? get people to hear you when you dont have money for advertisements and exposure I am a Young Artist who has dreams and goals like everybody else Please take 30 seconds and visit my channel You dont have to like? me, just give me a chance to prove my talent Also, please take just 1 second of your life and Thumb this comment up it would be Super Helpful.",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.034574468,0,0,0,1,0,0,0,1,1,0, 95
"811","https://www.facebook.com/FUDAIRYQUEEN?pnref=story",0,0,0,1,0,1,0,2014,11,12,20,21,27,46,4,316,46,0,-8.660254e-01, 5.000000e-01,4,-4.338837e-01,-0.9009689,-5.000000e-01, 8.660254e-01,1,0.292682927,1,0,0,0,0,0,0,0,0,0,  1
"812","Can you check my videos please? Don't hate me :( Give me one oportunity",0,1,0,0,0,1,0,2014, 9,12, 3,39,36,37,3,255,37,0, 7.071068e-01, 7.071068e-01,6,-7.818315e-01, 0.6234898,-1.000000e+00,-1.836910e-16,1,0.055555556,0,0,1,1,0,0,0,0,0,0, 14
"813","2 Billion Views For This Piece Of Shit... ~ A R E ~ Y O U ~ K I D D I N G ~ M E ~",0,0,0,1,0,0,0,2014,11, 7,19,18,25,45,4,311,45,0,-9.659258e-01, 2.588190e-01,6,-7.818315e-01, 0.6234898,-5.000000e-01, 8.660254e-01,1,0.488888889,0,0,0,0,0,0,0,0,0,0, 28
"814","subcribe to us an we will subscribe back",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.000000000,0,0,0,0,0,1,0,0,0,0,  8
"815","every single types of face on earth",0,0,0,1,0,0,0,2014,11, 6,14,50,18,45,4,310,45,0,-5.000000e-01,-8.660254e-01,5,-9.749279e-01,-0.2225209,-5.000000e-01, 8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  7
"816","I hope everyone is in good spirits I&#39;m a hard working student who&#39;s also a passionate singer I look foward to the day when I can make my own music to share But for now I&#39;ve just been doing covers. Check out my channel, I&#39;ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others. Subscribe only if you want to. My goal isn&#39;t to become famous but to inspire FYI this isn&#39;t spamming, everyone has a right to freedom of speech. Thanks",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,2,0.066666667,0,1,0,0,0,0,0,1,0,0, 89
"817","Check out this playlist on YouTube:",0,0,1,0,0,1,0,2015, 1,19, 0,40,40, 3,1, 19, 4,0, 0.000000e+00, 1.000000e+00,2, 9.749279e-01,-0.2225209, 5.000000e-01, 8.660254e-01,1,0.103448276,0,1,0,0,0,0,0,0,0,0,  6
"818","Katty perry please say in one of your new videoes that they follow the Girls Girls please",0,1,0,0,0,1,0,2014, 9,18,15,57,36,38,3,261,38,0,-7.071068e-01,-7.071068e-01,5,-9.749279e-01,-0.2225209,-1.000000e+00,-1.836910e-16,1,0.041095890,0,0,0,1,0,0,0,0,0,1, 17
"819","https://www.tsu.co/Aseris get money here !",0,0,0,1,0,1,0,2014,11, 7,14,29,19,45,4,311,45,0,-5.000000e-01,-8.660254e-01,6,-7.818315e-01, 0.6234898,-5.000000e-01, 8.660254e-01,1,0.032258065,1,0,0,0,0,0,0,0,1,0,  5
"820","Every single one of his songs brings me back to place I can never go back to and it hurts so bad inside",1,0,0,0,0,0,0,2015, 5,24, 9,48, 0,21,2,144,21,1, 7.071068e-01,-7.071068e-01,1, 7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,2,0.024691358,0,0,0,0,0,0,0,0,0,0, 23
"821","Like eminen",1,0,0,0,0,0,0,2015, 5,19,18,13,35,20,2,139,21,0,-1.000000e+00,-1.836910e-16,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.100000000,0,0,0,0,0,0,0,0,0,0,  2
"822","follow me on instagram bigboss286",0,1,0,0,0,1,0,2014, 9,22,17,26,19,38,3,265,39,0,-9.659258e-01,-2.588190e-01,2, 9.749279e-01,-0.2225209,-1.000000e+00,-1.836910e-16,1,0.000000000,0,0,0,0,0,0,0,0,0,1,  5
"823","Best. Song. EVER",1,0,0,0,0,0,0,2015, 5, 6,17,19,21,18,2,126,19,0,-9.659258e-01,-2.588190e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.500000000,0,0,0,0,0,0,0,0,0,0,  3
"824","wow!!!!!! increible song!!!!!!!!!",0,0,1,0,0,0,0,2015, 5,28, 3,26,23,22,2,148,22,0, 7.071068e-01, 7.071068e-01,5,-9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  3
"825","What nicei",1,0,0,0,0,0,0,2015, 5,25,20,10,45,21,2,145,22,0,-8.660254e-01, 5.000000e-01,2, 9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.111111111,0,0,0,0,0,0,0,0,0,0,  2
"826","Check Out The New Hot Video By Dante B Called Riled Up",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,5,0.279069767,0,0,0,0,0,0,0,0,0,0, 12
"827","There is 7 bilion poeple on earth Now stop being dumb",0,1,0,0,0,0,0,2014, 9,12,13,41, 5,37,3,255,37,0,-2.588190e-01,-9.659258e-01,6,-7.818315e-01, 0.6234898,-1.000000e+00,-1.836910e-16,1,0.047619048,0,0,0,0,0,0,0,0,0,0, 11
"828","GUYS SHARE THIS VIDEO!!!!! HE must have 1.000.000.000 views Share on Facebook, groups, pages!!",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,2,0.372881356,0,0,0,0,0,0,0,0,0,0, 14
"829","Check out this playlist on YouTube:",0,0,1,0,0,1,0,2015, 2,12, 2,30, 8, 7,1, 43, 7,0, 5.000000e-01, 8.660254e-01,5,-9.749279e-01,-0.2225209, 8.660254e-01, 5.000000e-01,1,0.103448276,0,1,0,0,0,0,0,0,0,0,  6
"830","i am a big fan of you and i love you",0,1,0,0,0,0,0,2014, 9,18,22,27,19,38,3,261,38,0,-5.000000e-01, 8.660254e-01,5,-9.749279e-01,-0.2225209,-1.000000e+00,-1.836910e-16,1,0.000000000,0,0,0,0,0,0,0,0,0,0, 11
"831","How are there 2 billion views and theres only 2 million people in the world!?!?!?!! MULTIPLE ACCOUNTS!!!1111",0,0,0,1,0,0,0,2014,11, 7,12,16, 8,45,4,311,45,0, 1.224606e-16,-1.000000e+00,6,-7.818315e-01, 0.6234898,-5.000000e-01, 8.660254e-01,1,0.226666667,0,0,0,0,0,0,0,0,0,0, 17
"832","You think you're smart? Headbutt your face.",0,0,0,1,0,0,0,2014,11, 7,20, 5,35,45,4,311,45,0,-8.660254e-01, 5.000000e-01,6,-7.818315e-01, 0.6234898,-5.000000e-01, 8.660254e-01,1,0.058823529,0,0,0,0,0,0,0,0,0,0,  7
"833","Check out this funny video ""Cereal Box Knocks out Baby"" on my channel.",0,0,1,0,0,1,0,2014, 9, 1, 3,32,14,35,3,244,36,0, 7.071068e-01, 7.071068e-01,2, 9.749279e-01,-0.2225209,-1.000000e+00,-1.836910e-16,1,0.079365079,0,1,0,0,0,0,1,1,0,0, 13
"834","Hi I&#39;m lil m !!! Check out love the way you lie!!!! My live performance and many others,,, videos and my own lyrics!!!!! Thanks",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,2,0.056818182,0,1,0,0,0,0,0,0,0,0, 24
"835","You guys should check out this EXTRAORDINARY website called FIREPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at FIREPA.COM ! Visit FIREPA.COM and check it out! Lake . Busyglide . Sasaroo . Sore . Chillpal . Axiomatic . Naperone . Mere . Undesirable . Agreeable . Encouraging . Imperfect . Roasted . Insidious . Modgone . Quickest . Trelod . Keen . Fresh . Economic . Bocilile",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,4,0.201219512,0,1,1,0,0,0,0,0,1,0, 82
"836","3:46 so cute!",0,1,0,0,0,0,0,2014, 9,10,23,34,14,37,3,253,37,0,-2.588190e-01, 9.659258e-01,4,-4.338837e-01,-0.9009689,-1.000000e+00,-1.836910e-16,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  3
"837","most viewed video in the world",0,0,0,1,0,0,0,2014,11, 7, 5, 4,28,45,4,311,45,0, 9.659258e-01, 2.588190e-01,6,-7.818315e-01, 0.6234898,-5.000000e-01, 8.660254e-01,1,0.000000000,0,0,0,0,0,0,1,0,0,0,  6
"838","http://www.twitch.tv/zxlightsoutxz",0,0,0,1,0,1,0,2014,11, 6, 5,40,43,45,4,310,45,0, 9.659258e-01, 2.588190e-01,5,-9.749279e-01,-0.2225209,-5.000000e-01, 8.660254e-01,1,0.000000000,1,0,0,0,0,0,0,0,0,0,  1
"839","waka waka",0,0,0,0,1,0,0,2015, 5,24,10, 1, 3,21,2,144,21,1, 5.000000e-01,-8.660254e-01,1, 7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  2
"840","Ahhh, 2 years ago....",0,0,0,1,0,0,0,2014,11, 5,20,15, 9,45,4,309,45,0,-8.660254e-01, 5.000000e-01,4,-4.338837e-01,-0.9009689,-5.000000e-01, 8.660254e-01,1,0.083333333,0,0,0,0,0,0,0,0,0,0,  4
"841","Love this song",0,0,0,0,1,0,0,2015, 5,25,22,43,48,21,2,145,22,0,-5.000000e-01, 8.660254e-01,2, 9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.083333333,0,0,0,0,0,0,0,0,0,0,  3
"842","I WILL NEVER FORGET THIS SONG IN MY LIFE LIKE THIS COMMENT OF YOUR HEARING THIS SONG FOR LIKE A YEAR!!!!!",0,0,0,0,1,1,0,2013, 7,14,22, 6,57,28,3,195,28,1,-5.000000e-01, 8.660254e-01,1, 7.818315e-01, 0.6234898,-5.000000e-01,-8.660254e-01,1,1.000000000,0,0,0,0,0,0,0,0,0,0, 21
"843","I agree they are just damn spammers. They suck. Im trying to do the same and get known. I know the feeling. I will help you out and leave likes and comments on your page. I hope you could do the same and maybe subscribe to me that would be awesome thanks",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.030303030,0,1,0,0,0,1,0,0,0,0, 52
"844","Nice love itttttttt wurkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk",0,0,0,0,1,0,0,2015, 5,26,21,36,16,21,2,146,22,0,-7.071068e-01, 7.071068e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.008264463,0,0,0,0,0,0,0,0,0,0,  4
"845","Katycat! https://m.facebook.com/profile.php?id=1461302180794905",0,1,0,0,0,1,0,2014, 9,20,15,39,44,38,3,263,38,1,-7.071068e-01,-7.071068e-01,7,-2.449213e-16, 1.0000000,-1.000000e+00,-1.836910e-16,1,0.027777778,1,0,0,0,0,0,0,0,0,0,  2
"846","Shakira voice sound spanish but that is what make the music sound amazing I LOVE IT",0,0,0,0,1,0,0,2013,10, 2, 0,48,17,40,4,275,40,0, 0.000000e+00, 1.000000e+00,4,-4.338837e-01,-0.9009689,-8.660254e-01, 5.000000e-01,1,0.117647059,0,0,0,0,0,0,0,0,0,0, 16
"847","pls http://www10.vakinha.com.br/VaquinhaE.aspx?e=313327 help me get vip gun cross fire al",0,0,0,1,0,1,0,2014,11, 5,22,21,36,45,4,309,45,0,-5.000000e-01, 8.660254e-01,4,-4.338837e-01,-0.9009689,-5.000000e-01, 8.660254e-01,1,0.032258065,1,0,0,0,0,0,0,0,0,0, 10
"848","Media is Evil! Please see and share: W W W. THE FARRELL REPORT. NET Top Ex UK Police Intelligence Analyst turned Whistleblower Tony Farrell exposes a horrific monstrous cover-up perpetrated by criminals operating crimes from inside Mainstream Entertainment and Media Law firms. Beware protect your children!! These devils brutally target innocent people. These are the real criminals linked to London&#39;s 7/7 attacks 2005. MUST SEE AND MAKE VIRAL!!! Also see UK Column video on 31st January 2013.",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.171794872,0,0,0,0,0,0,1,0,0,0, 77
"849","i want to smack this year boy in to forever",1,0,0,0,0,0,0,2015, 5,24, 1,57,20,21,2,144,21,1, 2.588190e-01, 9.659258e-01,1, 7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0, 10
"850","check out my new EM cover video trailer",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.062500000,0,1,1,0,0,0,1,0,0,0,  8
"851","Maybe the best music video in the last 15 years? This is how pop music is done folks!",0,1,0,0,0,0,0,2014, 9,13,15, 5,12,37,3,256,37,1,-7.071068e-01,-7.071068e-01,7,-2.449213e-16, 1.0000000,-1.000000e+00,-1.836910e-16,1,0.031250000,0,0,0,0,0,0,1,0,0,0, 18
"852","Once you have started reading do not stop. If you do not subscribe to me within one day you and you're entire family will die so if you want to stay alive subscribe right now.",0,0,0,1,0,1,0,2013,11,28,17,34,55,48,4,332,48,0,-9.659258e-01,-2.588190e-01,5,-9.749279e-01,-0.2225209,-5.000000e-01, 8.660254e-01,1,0.014492754,0,0,0,0,0,1,0,0,0,0, 35
"853","Check out this video on YouTube:",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.115384615,0,1,0,0,0,0,1,0,0,0,  6
"854","Check out this video on YouTube:",0,0,1,0,0,1,0,2014,12, 4, 1,31, 2,49,4,338,49,0, 2.588190e-01, 9.659258e-01,5,-9.749279e-01,-0.2225209,-2.449213e-16, 1.000000e+00,1,0.115384615,0,1,0,0,0,0,1,0,0,0,  6
"855","Hey! I'm NERDY PEACH and I'm a new youtuber and it would mean THE ABSOLUTE world to me if you could check 'em out! <3 Hope you like them! =D",0,1,0,0,0,1,0,2014,10,29,22,44,41,44,4,302,44,0,-5.000000e-01, 8.660254e-01,4,-4.338837e-01,-0.9009689,-8.660254e-01, 5.000000e-01,1,0.250000000,0,1,1,0,0,0,0,0,0,0, 30
"856","00 : 39 Im pretty sure that tiger just wanted a hug",0,1,0,0,0,0,0,2014,10,30, 5,20,18,44,4,303,44,0, 9.659258e-01, 2.588190e-01,5,-9.749279e-01,-0.2225209,-8.660254e-01, 5.000000e-01,1,0.028571429,0,0,0,0,0,0,0,0,0,0, 12
"857","Best song ever",0,1,0,0,0,0,0,2014,10,19,15,28,10,42,4,292,42,1,-7.071068e-01,-7.071068e-01,1, 7.818315e-01, 0.6234898,-8.660254e-01, 5.000000e-01,1,0.083333333,0,0,0,0,0,0,0,0,0,0,  3
"858","I love this sooooooooooooong I love katy perry",0,1,0,0,0,0,0,2014,10,10,18, 9,13,41,4,283,41,0,-1.000000e+00,-1.836910e-16,6,-7.818315e-01, 0.6234898,-8.660254e-01, 5.000000e-01,1,0.051282051,0,0,0,0,0,0,0,0,0,0,  8
"859","Check out this video on YouTube:hjalp",0,0,1,0,0,1,0,2015, 1,13,17,35,36, 2,1, 13, 3,0,-9.659258e-01,-2.588190e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01, 8.660254e-01,1,0.096774194,0,1,0,0,0,0,1,0,0,0,  6
"860","wierd but funny",0,0,1,0,0,0,0,2015, 5,28,20, 7,20,22,2,148,22,0,-8.660254e-01, 5.000000e-01,5,-9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  3
"861","sorry for the spam yall I know its annoying. But if you can spare a min please check out the new track on my channel i&#39;m a upcoming uk rapper.please come check out my songs u might like em. If not no worries Im sorry for wastin your time. Even thumbs up to get more noticed will really help. peace yall",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.021186441,0,1,1,1,0,0,0,1,0,0, 61
"862","Best song for ever",0,0,1,0,0,0,0,2015, 5,21,14,15,23,21,2,141,21,0,-5.000000e-01,-8.660254e-01,5,-9.749279e-01,-0.2225209, 5.000000e-01,-8.660254e-01,1,0.058823529,0,0,0,0,0,0,0,0,0,0,  4
"863","I shuffled while listening to this song. THE ILLNESS IS SPREADING!!",0,0,1,0,0,0,0,2015, 5,16,18,16, 0,20,2,136,20,1,-1.000000e+00,-1.836910e-16,7,-2.449213e-16, 1.0000000, 5.000000e-01,-8.660254e-01,1,0.407407407,0,0,0,0,0,0,0,0,0,0, 11
"864","If I knew Korean, this would be even funnier. At least a bit at the end was in English, but was spoken quite rapidly.",0,0,0,1,0,0,0,2014,11, 8,10, 3,32,45,4,312,45,1, 5.000000e-01,-8.660254e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.055555556,0,0,0,0,0,0,0,0,0,0, 24
"865","WAT DA FUCK THIS THE MOST VIEWED VIDEO IN YOUTUBE!",0,0,0,1,0,0,0,2014,11, 7,12,51, 6,45,4,311,45,0, 1.224606e-16,-1.000000e+00,6,-7.818315e-01, 0.6234898,-5.000000e-01, 8.660254e-01,1,1.000000000,0,0,0,0,0,0,0,0,0,0, 10
"866","Stupid people... this video doesnt have 2 billion visits. Have 2 thousands millions",0,0,0,1,0,0,0,2014,11, 5,21,14,36,45,4,309,45,0,-7.071068e-01, 7.071068e-01,4,-4.338837e-01,-0.9009689,-5.000000e-01, 8.660254e-01,1,0.030769231,0,0,0,0,0,0,1,0,0,0, 13
"867","The britishs called that soccer but you know the true word is football and the US Foot is called rugby. That works like that in EUW ( Germany/ Netherland/ France/ Portugal/ Belgium/ Spain/ ... ) Just because the Britishs don&#39;t agree to be like us because they are UNIQUE. That&#39;s the reason why they also refused to have euro () as money",0,0,0,0,1,1,0,2013,10, 5,22,31,44,40,4,278,40,1,-5.000000e-01, 8.660254e-01,7,-2.449213e-16, 1.0000000,-8.660254e-01, 5.000000e-01,1,0.089147287,0,0,0,0,0,0,0,0,1,0, 62
"868","Was that Meghan fox??",1,0,0,0,0,0,0,2015, 5,23, 4,45,12,21,2,143,21,1, 8.660254e-01, 5.000000e-01,7,-2.449213e-16, 1.0000000, 5.000000e-01,-8.660254e-01,1,0.125000000,0,0,0,0,0,0,0,0,0,0,  4
"869","Come check out our music channel! go check out the song ""Love Me"" by J.E.M.INI! If you do you are a very amazing person, thank you to all who check it out, if you don&#39;t check it out you&#39;re still an amazing person just for reading this post",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.052910053,0,1,1,0,0,0,0,1,0,0, 48
"870","Not bad",1,0,0,0,0,0,0,2015, 5,19,22,30,57,20,2,139,21,0,-5.000000e-01, 8.660254e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.166666667,0,0,0,0,0,0,0,0,0,0,  2
"871","amazing song",1,0,0,0,0,0,0,2015, 5,23,22,14,55,21,2,143,21,1,-5.000000e-01, 8.660254e-01,7,-2.449213e-16, 1.0000000, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  2
"872","CHECK OUT Eminem - Rap God LYRIC VIDEO",1,0,0,0,0,1,1,2014,11, 8,11, 0,19,45,4,312,45,1, 2.588190e-01,-9.659258e-01,7,-2.449213e-16, 1.0000000,-5.000000e-01, 8.660254e-01,1,0.700000000,0,0,0,0,0,0,0,0,0,0,  8
"873","Hey, check out my new website!! This site is about kids stuff. kidsmediausa . com",0,0,0,1,0,1,0,2013,11,26, 2,55,11,48,4,330,48,0, 5.000000e-01, 8.660254e-01,3, 4.338837e-01,-0.9009689,-5.000000e-01, 8.660254e-01,1,0.032258065,0,1,1,0,0,0,0,0,0,0, 15
"874","WORLD RECORD YOUTUBE VIDEO VIEWS !!!!!! XD",0,0,0,1,0,0,0,2014,11,12, 9,30,31,46,4,316,46,0, 7.071068e-01,-7.071068e-01,4,-4.338837e-01,-0.9009689,-5.000000e-01, 8.660254e-01,1,1.000000000,0,0,0,0,0,0,0,0,0,0,  7
"875","5 years later i still love this song ~Axy665",0,0,0,0,1,0,0,2015, 5,27, 6,57,11,21,2,147,22,0, 1.000000e+00, 6.123032e-17,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.030303030,0,0,0,0,0,0,0,0,0,0,  9
"876","CUTE :)",0,0,1,0,0,0,0,2015, 5,26,19,59, 4,21,2,146,22,0,-9.659258e-01, 2.588190e-01,3, 4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,1.000000000,0,0,0,0,0,0,0,0,0,0,  2
"877","Check out this video on YouTube",0,0,1,0,0,1,0,2014,12,17,15,37,12,51,4,351,51,0,-7.071068e-01,-7.071068e-01,4,-4.338837e-01,-0.9009689,-2.449213e-16, 1.000000e+00,1,0.115384615,0,1,0,0,0,0,1,0,0,0,  6
"878","This song is just insane. Do you dance listening to this song?( i do, lol)",0,0,1,0,0,0,0,2015, 5,20,16,57, 9,20,2,140,21,0,-8.660254e-01,-5.000000e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.035087719,0,0,0,0,0,0,0,0,0,0, 15
"879","Our Beautiful Bella has been diagnosed with Wobbler's Syndrome. There is no way we could afford to do her MRI or surgery. She is not just a dog she is a very special member of our family. Without the surgery we fear we will lose her. Please help! http://www.gofundme.com/f7ekgw",0,1,0,0,0,1,0,2014,10, 2,22,53,52,40,4,275,40,0,-5.000000e-01, 8.660254e-01,5,-9.749279e-01,-0.2225209,-8.660254e-01, 5.000000e-01,1,0.055555556,1,0,0,0,0,0,0,0,0,0, 49
"880","",1,0,0,0,0,0,0,2015, 5,20,15,34,47,20,2,140,21,0,-7.071068e-01,-7.071068e-01,4,-4.338837e-01,-0.9009689, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  0
"881","omg",0,0,1,0,0,0,0,2015, 5,17,12,13,49,20,2,137,20,1, 1.224606e-16,-1.000000e+00,1, 7.818315e-01, 0.6234898, 5.000000e-01,-8.660254e-01,1,0.000000000,0,0,0,0,0,0,0,0,0,0,  1
